1,5.801982073
1,5.789667375
1,5.796657975
1,5.800983229
1,5.805665876
1,5.791023256
1,5.799678060
1,5.806365494
1,5.791086464
1,5.798299912
2,4.716781061
2,4.722762307
2,4.725256064
2,4.753068916
2,4.732924567
2,4.727770231
2,4.786205978
2,4.705846750
2,4.719474558
2,4.726329770
3,4.368502606
3,4.370931509
3,4.392215494
3,4.366725599
3,4.374658457
3,4.373780216
3,4.382237916
3,4.373400441
3,4.385673046
3,4.386011531
4,4.225764564
4,4.186316396
4,4.208028668
4,4.196286766
4,4.189928323
4,4.206055509
4,4.189715902
4,4.188081035
4,4.183711650
4,4.189443341
5,4.043711138
5,4.114628451
5,4.101528986
5,4.055822706
5,4.105931445
5,4.057316080
5,4.103615098
5,4.107899668
5,4.046404365
5,4.094776748
6,4.057759620
6,3.990153955
6,4.037109656
6,3.988769318
6,4.020909786
6,3.990083977
6,4.031040669
6,3.997279525
6,4.043373542
6,3.997329412
7,3.976188234
7,3.989390500
7,3.965361788
7,3.981360076
7,3.964462536
7,3.975987023
7,3.988347691
7,3.997166911
7,3.970815480
7,3.974194956
8,4.938474685
8,4.935516478
8,4.953628095
8,4.915377205
8,4.948027678
8,4.932701581
8,4.956244087
8,4.960757281
8,4.952608513
8,4.940802262
9,5.376539066
9,5.314068935
9,5.403985789
9,5.201865125
9,5.123169471
9,5.042036744
9,5.049489174
9,4.917318452
9,5.438953291
9,4.923132674
10,5.168646976
10,4.983244852
10,5.059927392
10,5.506238846
10,5.487474768
10,5.938142452
10,5.303868444
10,5.481310766
10,5.969509736
10,5.068353860
11,6.050633947
11,6.031621873
11,5.961113869
11,5.034047727
11,5.356998602
11,5.206914355
11,6.039117251
11,6.305234530
11,5.157769764
11,6.096447050
12,5.816574980
12,5.391631934
12,5.486243092
12,5.749271817
12,5.826913394
12,5.531444110
12,5.621254550
12,5.765176037
12,5.908980492
12,6.039472018
13,5.810523341
13,6.331475269
13,6.436369786
13,6.166866856
13,6.065855287
13,6.696317365
13,6.363181723
13,6.176862386
13,5.740195461
13,6.474147367
14,7.427455776
14,6.677992460
14,7.182710661
14,6.048241565
14,5.819742475
14,6.531504066
14,7.006497155
14,6.888646158
14,7.068242122
14,6.769380771
15,7.342536983
15,7.409721547
15,6.936496756
15,6.827095116
15,7.208730672
15,7.104396791
15,6.765116954
15,6.511627254
15,6.765743207
15,6.959797331
16,7.435830966
16,7.453898452
16,7.820605789
16,7.840700530
16,7.792299989
16,7.341920496
16,7.804401710
16,7.893103920
16,7.822261661
16,7.840823219
17,8.651834279
17,7.955571481
17,8.672279012
17,8.238742303
17,8.107180329
17,8.027441741
17,8.380148902
17,7.780012360
17,8.418455403
17,8.306358567
18,9.214185826
18,8.460607315
18,9.063224287
18,8.394849125
18,8.055023217
18,9.241968325
18,8.231851941
18,8.609043477
18,8.412947835
18,8.690941597
19,9.313150844
19,8.483279816
19,9.484927247
19,8.926111357
19,8.587108063
19,9.036300053
19,8.488780357
19,8.690268046
19,8.199629013
19,8.475179929
20,8.353118649
20,8.427389362
20,9.907566194
20,9.107106335
20,8.775552608
20,9.722729585
20,8.330927387
20,9.572334901
20,8.478085203
20,9.461384997
