1,.032465848
2,.026175265
1,1.213899377
1,1.212228721
1,1.213621974
1,1.211643568
1,1.212584542
1,1.212031057
1,1.211261145
1,1.212076269
1,1.212303941
1,1.211318870
2,1.012349145
2,1.000622821
2,1.002149729
2,1.005286512
2,1.015675962
2,1.001637927
2,1.001725515
2,1.002103277
2,1.006691078
2,1.005532738
3,.933271865
3,.937195955
3,.932547536
3,.932039683
3,.932847227
3,.932617576
3,.933636199
3,.936962104
3,.936279162
3,.936719996
4,.901382039
4,.904672651
4,.901018726
4,.905591652
4,.904788152
4,.903103279
4,.900880003
4,.907270326
4,.900017487
4,.906643469
5,.882594640
5,.884207494
5,.894483759
5,.886134959
5,.881876191
5,.881939599
5,.888029706
5,.887961248
5,.881553938
5,.881945972
6,1.870937771
6,.875739239
6,.882468004
6,1.867636163
6,.874245708
6,.879284787
6,.878770822
6,.882745621
6,.875734306
6,.876764567
7,1.863957658
7,1.875454264
7,1.866051326
7,1.864097911
7,1.868181979
7,1.865911875
7,1.868613278
7,.868641390
7,1.877721704
7,.873813700
8,1.865976459
8,1.864690432
8,1.858962730
8,1.864773415
8,1.860055505
8,.871304826
8,1.862614508
8,1.862402413
8,1.866991030
8,1.864263601
9,1.890165697
9,1.876647432
9,1.951520349
9,1.940937128
9,1.870157090
9,1.962567546
9,1.921646049
9,1.861289490
9,1.869046979
9,1.862581460
10,1.992379362
10,1.888800933
10,1.879160905
10,1.870788087
10,2.043758803
10,2.085549584
10,1.888646957
10,1.866280657
10,2.005701327
10,1.875900379
11,1.898346231
11,2.278843355
11,2.011801343
11,1.903020565
11,1.962144228
11,2.034001026
11,1.928518711
11,2.042979054
11,2.332813478
11,1.995239307
12,2.093166187
12,1.972083603
12,2.401676629
12,2.025346556
12,2.314407682
12,1.906024211
12,2.152840578
12,1.893728227
12,2.186529488
12,2.191299493
13,2.013958208
13,1.907229412
13,1.966909245
13,1.958175916
13,1.969993983
13,1.963745731
13,2.213353166
13,2.194153080
13,2.082535185
13,2.164234927
14,2.361319950
14,2.308217317
14,2.185698333
14,1.947042836
14,2.106485279
14,2.129580667
14,2.182378636
14,2.363829154
14,2.036579976
14,2.173579586
15,2.492106846
15,2.206578223
15,2.222273849
15,2.454298441
15,2.095031879
15,2.471876945
15,2.453887067
15,2.472054158
15,1.944060236
15,2.508966939
16,2.096477145
16,2.496631975
16,2.444877732
16,1.983093820
16,2.468580978
16,2.101235475
16,2.456096551
16,2.180698506
16,2.472103776
16,2.508722067
17,2.873083962
17,2.484819897
17,2.513042564
17,2.490562521
17,2.563170738
17,2.754337262
17,2.879423301
17,2.577287983
17,2.485956903
17,2.489785234
18,2.591970049
18,2.780887940
18,2.561587570
18,2.756392761
18,2.710981698
18,2.798692314
18,2.678230769
18,2.837847807
18,2.506568446
18,2.708805916
